teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedFaultTotal
2,Atlanta,Falcons,True,NO,NFC,NFC South,Open,Closed,Cover 3,16,25,24,0.625,2,15,0.625,0.7894736842105263,0.07165159452631575,3,2,145,6.041666666666667,0.3310344827586207,8.16,179,3,1,2,-1,0.04,Yes,No,6,0.24,-0.19537799999999997,No,0.16666666666666666,4,0.16666666666666666,0.625,0.041666666666666664,0.5,3.204166666666667,4.7,2.716666666666667,9.421052631578947,118.9,No,Yes,7,,,,,,,,
32,Washington,Commanders,,PHI,NFC,NFC East,Open,Open,Cover 0,16,35,35,0.6285714285714286,3,18,0.5142857142857142,0.6333333333333333,-0.1300596292666667,4,,250,7.142857142857143,0.7,10,214,5,,1,,,Yes,No,13,0.37142857142857144,-0.032085714285714266,No,0.2571428571428571,3,0.08571428571428572,0.6571428571428571,0.08571428571428572,0.34285714285714286,2.914285714285714,,3.0384615384615383,6.967741935483871,114.3,No,Yes,12,2,0.02857142857142857,0.05714285714285714,0.02857142857142857,,,,
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 0,17,24,22,0.7727272727272727,3,16,0.7272727272727273,0.85,0.05979905495000004,1,,161,7.318181818181818,0.7329192546583851,10.954545454545455,106,4,,,,,Yes,No,10,0.4166666666666667,0.048318749999999966,No,0.13636363636363635,2,0.09090909090909091,0.5454545454545454,,0.6818181818181818,2.9045454545454543,,2.88,5.0476190476190474,132.8,No,Yes,6,,0.045454545454545456,,,0.045454545454545456,5.05,,
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Closed,Open,Cover 2,16,37,35,0.7142857142857143,7,22,0.6285714285714286,0.7666666666666667,-0.028806270899999875,5,,255,7.285714285714286,0.7450980392156863,6.756756756756757,143,3,2,2,-20,0.05405405405405406,Yes,Yes,15,0.40540540540540543,-0.08958783783783784,Yes,0.14285714285714285,,,0.5428571428571428,0.11428571428571428,0.6285714285714286,3.6085714285714285,3.7,3.18,4.766666666666667,101.5,No,Yes,14,15,0.02857142857142857,0.02702702702702703,0.02857142857142857,,,1,1
8,Cleveland,Browns,,CIN,AFC,AFC North,Closed,Open,Cover 2,17,55,49,0.7755102040816326,7,31,0.6326530612244898,0.8780487804878049,0.11507936456097567,7,,403,8.224489795918368,0.6004962779156328,10.30188679245283,267,8,4,2,-17,0.07272727272727272,Yes,Yes,26,0.4727272727272727,0.06524636363636366,Yes,0.061224489795918366,3,0.061224489795918366,0.6326530612244898,0.02040816326530612,0.5306122448979592,3.226530612244898,3.725,2.776923076923077,6.357142857142857,128.7,No,Yes,24,27,0.10204081632653061,0.01818181818181818,0.02040816326530612,0.04081632653061224,5.5,,3
27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,Open,Open,Cover 0,17,17,17,0.7647058823529411,2,10,0.5882352941176471,0.7857142857142857,-0.006590433357142933,3,,125,7.352941176470588,0.608,8.529411764705882,75,1,,,,,No,No,5,0.29411764705882354,-0.14650588235294115,No,0.058823529411764705,1,0.058823529411764705,0.47058823529411764,0.058823529411764705,0.7058823529411765,3.1294117647058823,,3.16,5.357142857142857,101.3,Yes,Yes,7,3,0.058823529411764705,,,,,,
16,Kansas City,Chiefs,,LV,AFC,AFC West,Closed,Closed,Cover 1,17,34,33,0.8484848484848485,2,26,0.7878787878787878,0.84375,0.05378261590625,1,,254,7.696969696969697,0.65748031496063,8.909090909090908,177,2,,1,,,Yes,Yes,7,0.20588235294117646,-0.18590882352941177,Yes,0.12121212121212122,2,0.06060606060606061,0.696969696969697,0.09090909090909091,0.7575757575757576,2.915151515151515,,3,5.53125,118.9,No,No,10,12,0.030303030303030304,0.029411764705882353,0.06060606060606061,0.06060606060606061,3.9,,
29,San Francisco,49ers,True,SEA,NFC,NFC West,Open,Open,Cover 4,17,29,26,0.7307692307692307,3,18,0.6923076923076923,0.782608695652174,-3.341773913045909e-05,2,1,113,4.346153846153846,0.5132743362831859,4.923076923076923,123,3,,,,,Yes,No,6,0.20689655172413793,-0.13006206896551725,No,0.15384615384615385,,,0.5769230769230769,0.11538461538461539,0.5384615384615384,2.753846153846154,,2.8000000000000003,5.3478260869565215,100.3,No,Yes,9,,,0.034482758620689655,0.038461538461538464,,4.866666666666667,1,
5,Carolina,Panthers,,TB,NFC,NFC South,Closed,Closed,Cover 3,16,30,28,0.7857142857142857,4,16,0.5714285714285714,0.7692307692307693,0.021489425307692378,2,,128,4.571428571428571,0.6328125,6,182,2,,2,,,Yes,No,8,0.26666666666666666,-0.16802166666666665,Yes,0.14285714285714285,2,0.07142857142857142,0.5714285714285714,0.03571428571428571,0.5714285714285714,3.275,,2.7375,7,92.6,No,Yes,7,74,0.14285714285714285,0.03333333333333333,,,5.2,,
6,Chicago,Bears,True,DET,NFC,NFC North,Open,Open,Red Zone,17,33,31,0.7741935483870968,1,21,0.6774193548387096,0.7931034482758621,-0.00022367331034478521,2,,248,8,0.6774193548387096,4.424242424242424,150,,2,,-12,0.06060606060606061,Yes,Yes,10,0.30303030303030304,-0.06744090909090909,No,0.16129032258064516,2,0.06451612903225806,0.8064516129032258,0.06451612903225806,0.5806451612903226,2.861290322580645,5.55,3.31,5.172413793103448,65,No,No,8,2,0.06451612903225806,0.09090909090909091,0.06451612903225806,0.03225806451612903,,2,1
1,Arizona,Cardinals,,LA,NFC,NFC West,Closed,Closed,Cover 3,15,27,24,0.7083333333333334,2,12,0.5,0.6666666666666666,-0.1043887556190477,3,,111,4.625,0.6486486486486487,5.458333333333333,129,1,,1,,,Yes,No,8,0.2962962962962963,-0.11705370370370373,Yes,0.16666666666666666,1,0.041666666666666664,0.6666666666666666,0.041666666666666664,0.6666666666666666,3.2708333333333335,,3.375,6.142857142857143,76.9,No,Yes,5,19,0.08333333333333333,,0.08333333333333333,,5.533333333333334,,
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 3,16,20,17,0.7058823529411765,2,8,0.47058823529411764,0.75,0.004137061625000049,,1,101,5.9411764705882355,0.19801980198019803,3,128,2,,1,,,Yes,No,6,0.3,-0.04951750000000001,No,0.23529411764705882,2,0.11764705882352941,0.7647058823529411,,0.5294117647058824,2.9588235294117644,,2.5833333333333335,8,65.7,No,Yes,6,4,0.23529411764705882,,0.058823529411764705,0.058823529411764705,4.5,2,
14,Indianapolis,Colts,,HST,AFC,AFC South,Closed,Closed,Cover 1,16,36,35,0.8285714285714286,6,25,0.7142857142857143,0.7941176470588235,0.05995407538235287,1,,171,4.885714285714286,0.4619883040935672,6.805555555555555,205,6,1,3,-1,0.027777777777777776,Yes,Yes,13,0.3611111111111111,-0.06521527777777776,No,0.14285714285714285,1,0.02857142857142857,0.6285714285714286,0.08571428571428572,0.5714285714285714,3.117142857142857,7.2,2.853846153846154,6.029411764705882,109.6,No,Yes,14,3,0.05714285714285714,0.027777777777777776,0.02857142857142857,,,1,
24,New York,Giants,True,DAL,NFC,NFC East,Closed,Closed,Red Zone,15,37,36,0.8055555555555556,3,25,0.6944444444444444,0.7941176470588235,0.02694767238235285,2,,252,7,0.4880952380952381,9.35135135135135,227,5,1,,-6,0.02702702702702703,Yes,No,13,0.35135135135135137,-0.03932567567567567,Yes,0.1388888888888889,3,0.08333333333333333,0.8333333333333334,0.05555555555555555,0.6944444444444444,2.9027777777777777,3.4,2.838461538461538,6.676470588235294,128.7,No,Yes,16,7,0.05555555555555555,0.13513513513513514,0.027777777777777776,0.05555555555555555,,,
10,Denver,Broncos,True,LAC,AFC,AFC West,Closed,Closed,Cover 1,17,26,25,0.68,2,14,0.56,0.7619047619047619,-0.06151251566666671,2,1,113,4.52,0.46017699115044247,4.846153846153846,76,1,1,1,-7,0.038461538461538464,Yes,No,6,0.23076923076923078,-0.16414423076923074,No,0.16,,,0.6,0.12,0.48,2.9560000000000004,3.8,2.5,3.4545454545454546,80.9,No,Yes,8,4,0.08,0.15384615384615385,,,,,
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,16,29,28,0.6428571428571429,2,14,0.5,0.7727272727272727,-0.046982302545454546,6,,72,2.5714285714285716,0.9027777777777778,1.5517241379310345,89,1,1,1,-2,0.034482758620689655,Yes,No,13,0.4482758620689655,0.03250344827586209,No,0.14285714285714285,1,0.03571428571428571,0.4642857142857143,0.14285714285714285,0.5,3.0714285714285716,2.8,2.376923076923077,4.045454545454546,53.3,No,Yes,5,15,0.10714285714285714,0.034482758620689655,0.03571428571428571,,,1,
31,Tennessee,Titans,,JAX,AFC,AFC South,Open,Closed,Cover 1,17,42,39,0.7948717948717948,1,29,0.7435897435897436,0.8823529411764706,0.10375782964705882,4,,343,8.794871794871796,0.5860058309037901,8,199,2,2,,-10,0.047619047619047616,Yes,Yes,12,0.2857142857142857,-0.10640357142857142,Yes,0.07692307692307693,3,0.07692307692307693,0.5641025641025641,0.05128205128205128,0.7692307692307693,3.0230769230769234,4.75,3.091666666666667,5.685714285714286,107.1,No,No,15,24,0.02564102564102564,,0.05128205128205128,0.05128205128205128,5.3,1,1
22,New England,Patriots,True,MIA,AFC,AFC East,Closed,Closed,Cover 1,17,16,15,0.8666666666666667,,11,0.7333333333333333,0.8571428571428571,0.02138359671428569,1,,100,6.666666666666667,0.59,9.333333333333334,47,2,,,,,Yes,No,3,0.1875,-0.211125,Yes,0.06666666666666667,1,0.06666666666666667,0.8,0.06666666666666667,0.7333333333333333,3.04,,2.866666666666667,3.357142857142857,130.6,No,Yes,5,-2,0.06666666666666667,,,0.06666666666666667,4.3,,
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Closed,Closed,Cover 3,16,25,23,0.6521739130434783,3,11,0.4782608695652174,0.6666666666666666,-0.0746495403809524,1,1,108,4.695652173913044,0.6296296296296297,3.4583333333333335,187,1,1,,,0.04,Yes,No,4,0.16,-0.320056,Yes,0.2608695652173913,2,0.08695652173913043,0.5217391304347826,0.043478260869565216,0.6086956521739131,3.6,4.6,4.2749999999999995,8.904761904761905,57.9,No,Yes,6,14,0.13043478260869565,,0.043478260869565216,,4.8,1,
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Closed,Closed,Cover 3,17,22,19,0.6842105263157895,,10,0.5263157894736842,0.7058823529411765,-0.07648990217647056,1,1,109,5.7368421052631575,0.7889908256880734,5.142857142857143,96,,2,,-1,0.09090909090909091,Yes,No,9,0.4090909090909091,0.06664999999999997,Yes,0.21052631578947367,1,0.05263157894736842,0.631578947368421,0.05263157894736842,0.5263157894736842,2.873684210526316,4.35,2.933333333333333,5.647058823529412,69.8,No,Yes,4,3,0.10526315789473684,0.045454545454545456,,,5.5,,
12,Green Bay,Packers,,MIN,NFC,NFC North,Open,Open,Red Zone,16,34,32,0.71875,2,20,0.625,0.8076923076923077,0.008213467307692346,6,,157,4.90625,0.4713375796178344,6.15625,120,2,,,,,Yes,Yes,16,0.47058823529411764,-0.01290735294117643,Yes,0.09375,1,0.03125,0.375,0.09375,0.5625,3.553125,,3.23125,4.615384615384615,95.4,No,No,10,-2,0.03125,0.058823529411764705,0.03125,,4.300000000000001,,
3,Baltimore,Ravens,,PIT,AFC,AFC North,Open,Open,Cover 0,16,32,29,0.6206896551724138,3,18,0.6206896551724138,0.72,-0.01671742888000005,4,,174,6,0.29310344827586204,8.068965517241379,223,3,,,,,No,No,12,0.375,-0.02025625000000003,No,0.2413793103448276,3,0.10344827586206896,0.6551724137931034,0.034482758620689655,0.5517241379310345,3.103448275862069,,3.0083333333333333,8.92,113.3,Yes,Yes,9,,,,0.06896551724137931,0.034482758620689655,4.5,,
20,Miami,Dolphins,,NE,AFC,AFC East,Closed,Closed,Cover 1,14,30,26,0.8461538461538461,2,21,0.8076923076923077,0.88,0.10826509983999999,1,,226,8.692307692307692,0.6592920353982301,10.333333333333334,143,3,1,2,-7,0.03333333333333333,Yes,No,7,0.23333333333333334,-0.12689333333333336,Yes,0.11538461538461539,4,0.15384615384615385,0.8846153846153846,,0.6153846153846154,2.9846153846153842,5.1,3.085714285714286,5.72,141.3,No,Yes,12,1,0.038461538461538464,,,0.038461538461538464,5.733333333333333,,1
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,17,35,31,0.8387096774193549,3,23,0.7419354838709677,0.9259259259259259,0.16563633755555562,4,,245,7.903225806451613,0.42448979591836733,13.064516129032258,176,8,,,,,Yes,No,12,0.34285714285714286,-0.03305857142857142,No,0.03225806451612903,1,0.03225806451612903,0.7096774193548387,0.03225806451612903,0.6129032258064516,3.0354838709677416,,3.525,6.518518518518518,136.4,No,Yes,16,15,0.06451612903225806,0.02857142857142857,,,5.275,,
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Closed,Closed,Cover 1,17,25,21,0.7142857142857143,1,13,0.6190476190476191,0.7777777777777778,-0.0012654492222221592,3,,188,8.952380952380953,0.8031914893617021,7.782608695652174,94,2,2,1,-4,0.08,Yes,No,11,0.44,0.10104799999999997,No,0.14285714285714285,1,0.047619047619047616,0.7142857142857143,0.047619047619047616,0.5238095238095238,2.9142857142857146,3.25,2.581818181818182,5.222222222222222,102.9,No,Yes,9,3,0.047619047619047616,0.08,0.047619047619047616,,4.3,1,2
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Open,Closed,Cover 1,17,31,27,0.6666666666666666,,14,0.5185185185185185,0.7391304347826086,0.07765521969565214,4,,210,7.777777777777778,0.3238095238095238,5.185185185185185,280,1,,1,,,Yes,Yes,11,0.3548387096774194,-0.07347903225806454,Yes,0.18518518518518517,5,0.18518518518518517,0.5555555555555556,0.07407407407407407,0.3333333333333333,3.425925925925926,,3.7545454545454544,12.173913043478262,59.2,No,No,11,27,0.1111111111111111,,0.037037037037037035,0.037037037037037035,4.475,2,
13,Houston,Texans,True,IND,AFC,AFC South,Closed,Closed,Cover 1,17,31,30,0.6333333333333333,4,19,0.6333333333333333,0.7307692307692307,-0.04364501223076933,4,,83,2.7666666666666666,0.6385542168674698,2.433333333333333,198,4,,,,,Yes,Yes,13,0.41935483870967744,-0.018282258064516152,No,0.23333333333333334,3,0.1,0.6,0.1,0.5333333333333333,3.1966666666666668,,2.9000000000000004,7.615384615384615,79.2,No,Yes,8,,,0.06451612903225806,0.1,,4.5,2,
21,Minnesota,Vikings,True,GB,NFC,NFC North,Open,Open,Red Zone,17,17,17,0.7647058823529411,1,13,0.7647058823529411,0.8666666666666667,0.02241994660000013,,2,85,5,0.8117647058823529,6.176470588235294,32,1,,,,,Yes,Yes,4,0.23529411764705882,-0.1972117647058824,Yes,0.11764705882352941,,,0.5294117647058824,0.29411764705882354,0.47058823529411764,3.0823529411764703,,2.625,2.1333333333333333,106.3,No,No,5,,,,0.058823529411764705,,,,
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Closed,Cover 3,16,27,26,0.8461538461538461,1,20,0.7692307692307693,0.88,0.10919865568000009,1,,249,9.576923076923077,0.5421686746987951,11.884615384615385,155,3,,1,,,Yes,No,5,0.18518518518518517,-0.2725666666666667,No,0.11538461538461539,2,0.07692307692307693,0.6538461538461539,0.07692307692307693,0.7307692307692307,3.3307692307692305,,2.7800000000000002,6.2,144.6,No,Yes,13,13,0.07692307692307693,,,0.038461538461538464,1.7,,
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Red Zone,17,40,36,0.6944444444444444,5,17,0.4722222222222222,0.6176470588235294,-0.08068730323529416,2,,196,5.444444444444445,0.4030612244897959,3.6153846153846154,355,3,3,,-25,0.075,Yes,Yes,15,0.375,-0.042870000000000005,No,0.25,3,0.08333333333333333,0.75,0.027777777777777776,0.3888888888888889,3.2666666666666666,4.1,3.1733333333333333,10.441176470588236,68.8,No,No,13,60,0.1111111111111111,0.025,0.08333333333333333,0.027777777777777776,5,2,1
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Closed,Closed,Cover 1,15,18,15,0.8666666666666667,,11,0.7333333333333333,0.8571428571428571,0.05998989371428565,,1,115,7.666666666666667,0.591304347826087,6.0588235294117645,64,,2,,-12,0.1111111111111111,Yes,Yes,3,0.16666666666666666,-0.11195833333333333,Yes,0.06666666666666667,1,0.06666666666666667,0.8,,0.7333333333333333,2.5133333333333336,4.2,2.6999999999999997,4.571428571428571,95.1,No,No,5,3,0.06666666666666667,0.05555555555555555,,,4.9,,1
9,Dallas,Cowboys,,NYG,NFC,NFC East,Closed,Closed,Red Zone,17,31,31,0.7741935483870968,2,22,0.7096774193548387,0.8214285714285714,0.06873496342857133,3,,246,7.935483870967742,0.524390243902439,9.225806451612904,193,2,,1,,,Yes,No,13,0.41935483870967744,-0.010074193548387112,Yes,0.12903225806451613,,,0.6774193548387096,,0.6129032258064516,3.064516129032258,,2.6538461538461537,6.892857142857143,115.8,No,Yes,13,4,0.03225806451612903,,,0.03225806451612903,,,
