teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
24,New York,Giants,1,DAL,NFC,NFC East,Closed,Closed,Cover 3,17,166,No,No,Yes,662,142,No,16,No,121,0.8521,3,0.2145,103,6,2,0.7254,1206,561,161,1102,1,1,8,4,0.0388,0.1901,0.1549,0.2324,0.4225,97,0.6831,19,0.1338,7.7606,94.4,1.8218,8.493,1.0905,0.0563,11.7087,5.4466,1.5631,53,4
5,Carolina,Panthers,,TB,NFC,NFC South,Closed,Closed,Cover 3,17,230,Yes,No,Yes,986,194,No,22,Yes,152,0.7835,14,0.1968,135,15,4,0.6959,1544,770,253,1573,8,3,11,15,0.1111,0.1392,0.1495,0.299,0.4124,133,0.6856,23,0.1186,8.1082,94.1,1.5659,7.9588,0.2583,0.0567,11.437,5.7037,1.8741,81,27
1,Arizona,Cardinals,,LA,NFC,NFC West,Closed,Closed,Cover 3,17,173,Yes,No,Yes,763,142,No,15,Yes,126,0.8873,2,0.1861,112,8,,0.7887,1301,617,272,1117,5,1,9,18,0.1607,0.1056,0.1338,0.3099,0.4507,98,0.6901,10,0.0704,7.8662,113.6,1.7051,9.162,1.6789,0.0634,11.6161,5.5089,2.4286,66,12
4,Buffalo,Bills,1,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,141,Yes,No,No,546,117,No,16,Yes,90,0.7692,5,0.2143,79,8,,0.6752,874,469,156,903,6,5,3,15,0.1899,0.1111,0.0684,0.3761,0.4359,86,0.735,26,0.2222,7.7179,88.8,1.6007,7.4701,-0.0661,0.0256,11.0633,5.9367,1.9747,45,13
6,Chicago,Bears,1,DET,NFC,NFC North,Open,Closed,Cover 3,17,171,No,No,No,698,144,No,16,Yes,111,0.7708,5,0.2063,96,10,2,0.6667,1142,527,135,1329,5,1,11,9,0.0938,0.1319,0.1181,0.3194,0.4306,103,0.7153,18,0.125,9.2292,73.3,1.6361,7.9306,0.0746,0.0764,11.8958,5.4896,1.4062,47,12
27,Pittsburgh,Steelers,1,BLT,AFC,AFC North,Closed,Closed,Cover 3,17,212,No,Yes,Yes,885,169,Yes,20,Yes,151,0.8935,3,0.191,133,13,2,0.787,1399,675,171,1107,3,2,13,20,0.1504,0.1716,0.1479,0.2426,0.4379,118,0.6982,22,0.1302,6.5503,99.7,1.5808,8.2781,0.8603,0.0769,10.5188,5.0752,1.2857,62,3
16,Kansas City,Chiefs,,LV,AFC,AFC West,Closed,Closed,Cover 3,17,150,No,No,No,596,124,No,14,No,104,0.8387,4,0.2081,94,11,3,0.7581,1001,496,112,896,5,3,6,4,0.0426,0.129,0.1532,0.3065,0.4113,87,0.7016,14,0.1129,7.2258,112.3,1.6795,8.0726,0.6869,0.0484,10.6489,5.2766,1.1915,51,14
29,San Francisco,49ers,1,SEA,NFC,NFC West,Open,Closed,Cover 3,17,243,Yes,No,Yes,1045,214,No,23,No,179,0.8364,4,0.2048,161,15,4,0.7523,1618,803,271,1563,8,2,9,24,0.1491,0.1963,0.1729,0.2664,0.3645,139,0.6495,23,0.1075,7.3037,104.8,1.5483,7.5607,0.0041,0.0421,10.0497,4.9876,1.6832,70,10
26,Philadelphia,Eagles,1,WAS,NFC,NFC East,Closed,Closed,Cover 3,17,183,No,No,No,794,141,No,19,No,116,0.8227,1,0.1776,98,10,,0.695,1077,514,200,1071,2,1,9,15,0.1531,0.1702,0.0993,0.3191,0.4113,95,0.6738,12,0.0851,7.5957,90.6,1.3564,7.6383,0.1855,0.0638,10.9898,5.2449,2.0408,47,2
7,Cincinnati,Bengals,1,CLV,AFC,AFC North,Open,Closed,Cover 3,17,206,No,No,No,835,176,No,23,No,145,0.8239,6,0.2108,119,6,,0.6761,1437,937,356,1293,4,,11,25,0.2101,0.1875,0.1932,0.267,0.3523,119,0.6761,22,0.125,7.3466,88.2,1.721,8.1648,0.4686,0.0625,12.0756,7.8739,2.9916,65,17
8,Cleveland,Browns,,CIN,AFC,AFC North,Open,Closed,Cover 3,17,162,No,No,No,687,127,No,12,No,100,0.7874,5,0.1849,89,4,,0.7008,883,413,152,988,4,2,7,15,0.1685,0.1575,0.1811,0.1575,0.5039,92,0.7244,10,0.0787,7.7795,83.5,1.2853,6.9528,-0.5954,0.0551,9.9213,4.6404,1.7079,46,10
2,Atlanta,Falcons,1,NO,NFC,NFC South,Open,Closed,Cover 3,17,241,No,Yes,No,1036,193,No,32,No,150,0.7772,9,0.1863,125,19,3,0.6477,1438,712,229,1701,8,3,19,21,0.168,0.1606,0.1036,0.2694,0.4611,135,0.6995,18,0.0933,8.8135,90.1,1.388,7.4508,-0.333,0.0984,11.504,5.696,1.832,72,22
32,Washington,Commanders,,PHI,NFC,NFC East,Closed,Closed,Cover 3,17,152,No,No,No,645,137,No,22,No,114,0.8321,6,0.2124,103,16,3,0.7518,1459,735,193,1250,10,6,6,9,0.0874,0.1387,0.1533,0.292,0.4161,102,0.7445,12,0.0876,9.1241,124.3,2.262,10.6496,2.6676,0.0438,14.165,7.1359,1.8738,64,15
31,Tennessee,Titans,,JAX,AFC,AFC South,Closed,Closed,Cover 3,17,178,No,No,No,744,142,No,15,Yes,116,0.8169,3,0.1909,109,8,2,0.7676,1456,681,159,1320,4,3,1,13,0.1193,0.1197,0.1127,0.2676,0.5,106,0.7465,14,0.0986,9.2958,106.4,1.957,10.2535,2.3247,0.007,13.3578,6.2477,1.4587,65,8
22,New England,Patriots,1,MIA,AFC,AFC East,Open,Closed,Cover 3,17,165,Yes,No,Yes,668,139,No,15,Yes,115,0.8273,2,0.2081,106,12,2,0.7626,1148,525,163,1044,2,1,5,15,0.1415,0.1655,0.1079,0.2878,0.4388,97,0.6978,15,0.1079,7.5108,98.8,1.7186,8.259,0.6915,0.036,10.8302,4.9528,1.5377,53,5
30,Tampa Bay,Buccaneers,1,CAR,NFC,NFC South,Closed,Closed,Cover 3,17,223,Yes,No,Yes,935,182,No,27,Yes,154,0.8462,10,0.1947,134,16,2,0.7363,1552,800,206,1463,11,4,9,23,0.1716,0.1703,0.1758,0.2692,0.3846,122,0.6703,20,0.1099,8.0385,112.2,1.6599,8.5275,0.7388,0.0495,11.5821,5.9701,1.5373,70,14
17,Los Angeles,Rams,1,ARZ,NFC,NFC West,Closed,Closed,Cover 3,17,222,Yes,No,Yes,965,189,No,26,Yes,153,0.8095,9,0.1959,135,16,5,0.7143,1596,699,253,1502,6,4,9,14,0.1037,0.127,0.1217,0.3545,0.3915,135,0.7143,17,0.0899,7.9471,103,1.6539,8.4444,0.911,0.0476,11.8222,5.1778,1.8741,75,16
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Closed,Cover 3,17,208,Yes,No,Yes,858,166,No,29,No,132,0.7952,7,0.1935,105,13,2,0.6325,1023,552,156,1149,3,,13,13,0.1238,0.1988,0.1205,0.247,0.4337,111,0.6687,25,0.1506,6.9217,76.5,1.1923,6.1627,-1.3069,0.0783,9.7429,5.2571,1.4857,49,12
14,Indianapolis,Colts,,HST,AFC,AFC South,Closed,Closed,Cover 3,17,196,No,No,Yes,850,167,No,23,Yes,131,0.7844,9,0.1965,117,15,1,0.7006,1334,620,221,1306,4,3,8,13,0.1111,0.1377,0.1677,0.2635,0.4311,112,0.6707,9,0.0539,7.8204,86.8,1.5694,7.988,0.5377,0.0479,11.4017,5.2991,1.8889,61,17
10,Denver,Broncos,1,LAC,AFC,AFC West,Closed,Closed,Cover 3,17,176,Yes,No,No,741,130,No,15,Yes,104,0.8,7,0.1754,91,10,,0.7,939,381,106,1129,7,3,7,12,0.1319,0.1692,0.1769,0.3,0.3538,91,0.7,15,0.1154,8.6846,102.1,1.2672,7.2231,-0.6466,0.0538,10.3187,4.1868,1.1648,45,14
15,Jacksonville,Jaguars,1,TEN,AFC,AFC South,Closed,Closed,Cover 3,17,229,No,No,No,936,198,No,33,Yes,160,0.8081,5,0.2115,136,17,2,0.6869,1308,650,193,1573,2,,12,13,0.0956,0.1616,0.1313,0.2576,0.4495,142,0.7172,26,0.1313,7.9444,77.6,1.3974,6.6061,-1.0274,0.0606,9.6176,4.7794,1.4191,57,17
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,188,Yes,No,No,754,149,No,11,Yes,121,0.8121,,0.1976,107,7,1,0.7181,1272,797,272,1028,1,,11,26,0.243,0.1678,0.1342,0.2349,0.4564,114,0.7651,27,0.1812,6.8993,80.2,1.687,8.5369,1.0657,0.0738,11.8879,7.4486,2.5421,52,5
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,17,144,Yes,No,No,560,131,No,15,Yes,110,0.8397,4,0.2339,97,8,1,0.7405,1229,708,190,951,6,3,6,11,0.1134,0.1374,0.2214,0.2366,0.4046,101,0.771,20,0.1527,7.2595,118.1,2.1946,9.3817,2.0343,0.0458,12.6701,7.299,1.9588,55,9
3,Baltimore,Ravens,,PIT,AFC,AFC North,Closed,Closed,Cover 3,17,230,No,Yes,Yes,971,192,Yes,29,Yes,161,0.8385,1,0.1977,148,24,3,0.7708,1677,736,201,1536,1,,8,17,0.1149,0.1562,0.0833,0.2344,0.5156,127,0.6615,22,0.1146,8,97.9,1.7271,8.7344,1.0796,0.0417,11.3311,4.973,1.3581,71,2
12,Green Bay,Packers,,MIN,NFC,NFC North,Closed,Closed,Cover 3,17,198,Yes,No,Yes,850,164,No,26,Yes,139,0.8476,7,0.1929,130,20,5,0.7927,1306,607,206,1120,8,5,2,18,0.1385,0.2195,0.1463,0.1646,0.4695,100,0.6098,20,0.122,6.8293,113.6,1.5365,7.9634,0.5498,0.0122,10.0462,4.6692,1.5846,66,13
20,Miami,Dolphins,,NE,AFC,AFC East,Open,Closed,Cover 3,17,168,Yes,No,Yes,683,144,No,15,Yes,124,0.8611,3,0.2108,115,10,,0.7986,1256,657,126,1032,2,1,6,15,0.1304,0.1181,0.2014,0.2778,0.4028,101,0.7014,19,0.1319,7.1667,99,1.8389,8.7222,1.2484,0.0417,10.9217,5.713,1.0957,49,6
19,Las Vegas,Raiders,1,KC,AFC,AFC West,Closed,Closed,Cover 3,17,259,No,No,No,1110,218,No,29,No,183,0.8394,9,0.1964,153,14,1,0.7018,1737,704,222,1954,8,4,17,19,0.1242,0.1606,0.1101,0.2431,0.4862,151,0.6927,14,0.0642,8.9633,100.3,1.5649,7.9679,0.0549,0.078,11.3529,4.6013,1.451,76,21
9,Dallas,Cowboys,,NYG,NFC,NFC East,Closed,Closed,Cover 3,17,219,No,No,Yes,927,178,No,18,No,151,0.8483,8,0.192,137,12,,0.7697,1738,853,262,1495,8,5,8,26,0.1898,0.1461,0.1517,0.2528,0.4494,128,0.7191,18,0.1011,8.3989,114.9,1.8749,9.764,2.0204,0.0449,12.6861,6.2263,1.9124,85,19
21,Minnesota,Vikings,1,GB,NFC,NFC North,Closed,Closed,Cover 3,17,120,Yes,No,Yes,458,93,No,7,Yes,75,0.8065,2,0.2031,68,3,,0.7312,740,407,127,591,1,1,4,9,0.1324,0.1613,0.1505,0.3441,0.3441,65,0.6989,10,0.1075,6.3548,95.3,1.6157,7.957,0.7003,0.043,10.8824,5.9853,1.8676,35,9
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Closed,Cover 3,17,245,No,Yes,No,1054,188,No,26,No,154,0.8191,6,0.1784,129,12,1,0.6862,1310,623,209,1417,6,3,13,13,0.1008,0.1489,0.1596,0.266,0.4255,128,0.6809,21,0.1117,7.5372,94.5,1.2429,6.9681,-0.6585,0.0691,10.155,4.8295,1.6202,64,21
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Closed,Cover 3,17,175,No,No,No,695,136,No,18,Yes,112,0.8235,8,0.1957,97,9,4,0.7132,1102,440,157,1391,6,4,7,16,0.1649,0.125,0.1691,0.2426,0.4632,97,0.7132,11,0.0809,10.2279,91.6,1.5856,8.1029,-0.0258,0.0515,11.3608,4.5361,1.6186,51,14
13,Houston,Texans,1,IND,AFC,AFC South,Closed,Closed,Cover 3,17,201,No,No,Yes,861,158,No,20,Yes,124,0.7848,2,0.1835,109,14,1,0.6899,1371,626,193,1497,3,2,7,13,0.1193,0.1582,0.1203,0.3481,0.3734,114,0.7215,14,0.0886,9.4747,81,1.5923,8.6772,0.6912,0.0443,12.578,5.7431,1.7706,52,7
