targets,grades_pass_block,grades_offense,yards_after_catch_per_reception,grades_pass_route,draft_season,team_name,yprr,wide_snaps,fumbles,first_downs,jersey_number,inline_snaps,contested_targets,player_game_count,eligible_season,inline_rate,contested_catch_rate,yards,receptions,targeted_qb_rating,interceptions,caught_percent,drop_rate,grades_hands_drop,slot_rate,slot_snaps,penalties,wide_rate,pass_block_rate,team,declined_penalties,route_rate,drops,position,grades_hands_fumble,longest,pass_blocks,routes,pass_plays,yards_per_reception,player,positive_epa_percent,franchise_id,contested_receptions,yards_after_catch,avg_depth_of_target,epa,avoided_tackles,player_id,touchdowns
10,,52.6,3,55.8,2018,ATL,0.78,32,0,2,04,0,2,6,2017,0,0,31,3,40,0,30,25,36.2,22,9,0,78,0,ATL,0,97.6,1,WR,65.8,16,0,40,41,10.3,KhaDarel Hodge,40,2,0,9,15,-0.33,1,26104,0
10,,58.8,2,61.5,2017,WAS,1.19,62,0,3,85,0,5,4,2017,0,40,83,5,78.3,0,50,16.7,49.2,19.5,15,1,80.5,0,WAS,0,90.9,1,WR,68.8,28,0,70,77,16.6,Noah Brown,35.7,32,2,10,15.2,-0.45,1,11993,0
10,,80.1,10,79.8,2025,MIA,3.56,34,0,6,81,0,3,3,2025,0,33.3,139,6,97.9,2,60,0,74.6,17.1,7,1,82.9,0,MIA,0,95.1,0,WR,68.8,63,0,39,41,23.2,Theo Wease Jr.,41,17,1,60,14.2,-0.25,0,98005,1
10,65.7,62.8,10.4,61.5,2019,IND,1.43,62,0,4,16,1,3,11,2019,1.2,33.3,106,5,87.9,0,50,0,73.4,22.9,19,0,74.7,1.2,IND,0,89.2,0,WR,80,48,1,74,83,21.2,Ashton Dulin,48,14,1,52,16,0.05,1,91479,0
10,,60.2,6.6,62.5,2025,GB,1.81,14,1,3,83,2,1,11,2025,4.5,100,78,10,132.5,0,100,0,78,54.5,24,0,31.8,0,GB,0,97.7,0,WR,45.2,33,0,43,44,7.8,Savion Williams,60.5,12,1,66,1.2,0.68,2,123101,1
10,,67.3,1.5,66.7,2025,CHI,1.36,44,0,4,20,0,1,6,2025,0,0,87,6,127.9,0,60,14.3,49.2,34.3,23,0,65.7,0,CHI,0,95.5,1,WR,68.8,25,0,64,67,14.5,Jahdae Walker,51.6,6,0,9,14.2,0.19,0,175944,2
10,68.9,57.6,3,59,2021,NO,0.98,2,0,2,88,51,2,14,2021,63.8,100,46,6,65,1,60,0,74.6,20,16,0,2.5,37.5,NO,0,58.8,0,TE,68.8,13,30,47,80,7.7,Jack Stoll,40.5,20,2,18,4.8,-0.44,0,42058,1
10,70.7,51.7,6,55.5,2019,NO,0.84,5,0,2,87,79,0,11,2019,78.2,,59,7,45.4,1,70,12.5,52.1,14.9,15,1,5,28.7,NO,0,69.3,1,TE,69.5,16,29,70,101,8.4,Foster Moreau,47.4,20,0,42,2.6,-0.13,2,47043,0
10,,54.5,0.5,55.8,2020,TEN,0.58,88,0,2,13,0,3,9,2020,0,66.7,65,6,79.2,0,60,0,76.5,26.7,32,2,73.3,0,TEN,1,94.2,0,WR,70.1,23,0,113,120,10.8,James Proche II,34.5,31,2,3,16.1,-0.3,0,48037,0
9,23.6,62.4,7.9,53,2025,MIA,0.34,4,0,1,31,0,0,17,2025,0,,32,7,118.5,0,77.8,0,75.6,3.2,4,1,3.2,23.8,MIA,0,73.8,0,HB,85.5,20,30,93,126,4.6,Ollie Gordon II,42.5,17,0,55,-2.4,-0.01,4,157792,1
9,61.6,44.7,2.5,38.4,2018,CHI,0.39,13,0,1,81,74,2,19,2018,55.6,0,36,6,74.3,0,66.7,14.3,49.2,12.8,17,1,9.8,27.1,CHI,0,69.2,1,TE,68.8,11,36,92,133,6,Durham Smythe,55.2,6,0,15,5.4,0.18,0,47257,0
9,29.2,63.7,8.8,73.4,2017,ARZ,0.93,3,0,4,06,0,1,3,2017,0,0,38,8,121.3,0,88.9,0,76.5,0,0,1,5.5,16.4,ARZ,1,74.5,0,HB,36.5,18,9,41,55,4.8,James Conner,41.7,1,0,70,-0.8,0,4,11860,1
9,,58.6,5.4,56.6,2018,MIA,0.54,56,0,3,19,2,2,10,2018,2.4,50,44,5,68.8,0,55.6,0,73.4,29.8,25,1,66.7,0,MIA,0,96.4,0,WR,69.5,16,0,81,84,8.8,Cedrick Wilson Jr.,38.3,17,1,27,10.2,-0.18,2,48170,0
9,20.3,66.1,3.3,72.5,2019,NYJ,1.55,3,0,4,47,10,2,14,2019,27.8,0,45,6,118.1,0,66.7,14.3,49.7,22.2,8,0,8.3,16.7,NYJ,0,80.6,1,FB,69.8,17,6,29,36,7.5,Andrew Beck,62.9,22,0,20,4.7,0.14,0,47121,2
9,75,43.2,1.7,42.9,2021,PHI,0.45,9,0,3,83,63,1,16,2021,58.9,0,40,7,85.2,0,77.8,12.5,52.1,29.9,32,0,8.4,13.1,PHI,0,83.2,1,TE,69.5,12,14,89,107,5.7,Kylen Granson,45.6,24,0,12,7.6,-0.1,0,40630,0
9,65.9,54.2,1.8,56.3,2017,DET,0.51,24,0,4,86,39,2,7,2017,32.2,100,53,8,91.2,0,88.9,0,76.5,42.1,51,0,19.8,11.6,DET,0,86,0,TE,70.1,18,14,104,121,6.6,Anthony Firkser,53.8,11,2,14,4.8,0.19,0,51837,0
9,,58.5,0,56.5,2021,JAX,0.94,25,0,2,81,0,1,6,2021,0,100,46,3,11.6,2,33.3,25,36.2,51,26,0,49,0,JAX,0,96.1,1,WR,73.3,18,0,49,51,15.3,Austin Trammell,42.9,15,1,0,15.6,-0.23,0,52195,0
9,22.4,56,3.7,60.3,2022,NYJ,0.93,9,0,3,84,22,5,7,2022,34.9,60,52,7,90.7,0,77.8,0,75.6,49.2,31,0,14.3,11.1,NYJ,0,88.9,0,TE,69.5,17,7,56,63,7.4,Stone Smartt,25.4,22,3,26,4.8,-0.6,0,60492,0
9,41.7,47.7,2,40.4,2020,HST,0.42,2,0,2,88,78,1,14,2020,78.8,0,28,5,61.3,0,55.6,0,74.6,15.2,15,0,2,29.3,HST,0,67.7,0,TE,68.8,9,29,67,99,5.6,Harrison Bryant,33.3,13,0,10,7.8,-0.43,0,26394,0
9,,62.3,1.2,62.1,2016,WAS,1.23,42,0,2,12,0,4,3,2016,0,25,53,5,72.9,0,55.6,0,73.4,12.5,6,0,87.5,0,WAS,0,89.6,0,WR,68,17,0,43,48,10.6,Robbie Chosen,53.5,32,1,6,14.2,0.03,1,11254,0
8,86.2,50,7.3,53.6,2021,DEN,0.83,17,0,3,46,12,0,17,2021,13.3,,53,6,92.2,0,75,14.3,49.2,6.7,6,0,18.9,27.8,DEN,0,71.1,1,FB,75.3,14,25,64,90,8.8,Adam Prentice,51.1,10,0,44,2,0.13,0,35639,0
8,,60.2,3,62.8,2018,HST,0.8,18,0,3,17,0,1,3,2018,0,0,37,6,83.9,0,75,0,74.6,62.7,32,1,35.3,0,HST,0,90.2,0,WR,75.5,14,0,46,51,6.2,Braxton Berrios,54.3,13,0,18,2.9,0.24,3,47961,0
8,5.3,69.3,11.8,39.5,2024,MIA,1.1,1,0,2,05,0,1,9,2024,0,0,44,5,77.1,0,62.5,28.6,29.2,20.5,9,0,2.3,2.3,MIA,0,90.9,2,HB,29.5,18,1,40,44,8.8,Jaylen Wright,43.9,17,0,59,-3.3,-0.07,1,146934,0
8,,63.6,5.4,62.3,2022,SF,1.1,62,0,5,09,0,1,15,2022,0,100,87,5,59.9,1,62.5,0,73.4,25.3,21,0,74.7,0,SF,0,95.2,0,WR,90.1,23,0,79,83,17.4,Skyy Moore,50.6,28,1,27,15.5,-0.21,2,97116,0
8,36.8,66.7,5.4,76.3,2019,DAL,1.2,1,0,0,24,0,0,4,2019,0,,30,8,82.3,0,100,0,77.3,0,0,0,2.4,33.3,DAL,0,59.5,0,HB,29.2,9,14,25,42,3.8,Miles Sanders,50,9,0,43,-1.6,0.15,3,40555,0
8,50.1,59.7,10.6,63.5,2019,CLV,1.06,4,0,2,38,5,0,5,2019,7.6,,55,8,95.3,0,100,0,76.5,3,2,0,6.1,18.2,CLV,0,78.8,0,HB,79.1,26,12,52,66,6.9,Trayveon Williams,39.1,8,0,85,-3.8,-0.36,0,45775,0
8,,76.3,3.8,77.6,2024,BLT,2.23,55,0,5,81,0,1,9,2024,0,0,136,6,156.3,0,75,0,74.6,17.9,12,1,82.1,0,BLT,0,91,0,WR,68.8,38,0,61,67,22.7,Devontez Walker,55.7,3,0,23,27,0.5,0,145773,3
8,58.3,56.4,4.6,47.6,2020,ATL,0.38,10,0,2,89,113,1,17,2020,49.8,100,48,8,91.7,0,100,0,76.5,7.9,18,1,4.4,41,ATL,1,55.5,0,TE,70.1,18,93,126,227,6,Charlie Woerner,53.1,2,1,37,1.4,0.18,3,42257,0
8,,49.5,4.3,54.3,2021,BLT,0.51,58,0,3,16,0,2,11,2021,0,0,45,4,106.8,0,50,0,41.6,38.3,36,2,61.7,0,BLT,0,93.6,0,WR,73.2,15,0,88,94,11.3,Tylan Wallace,46.6,3,0,17,14.9,-0.1,1,61577,1
7,46,53.9,3.5,54.3,2021,JAX,0.74,14,0,4,80,60,0,10,2021,61.9,,55,6,139,0,85.7,0,49.7,22.7,22,1,14.4,16.5,JAX,0,76.3,0,TE,68.8,14,16,74,97,9.2,Quintin Morris,48.9,15,0,21,7.7,-0.14,0,61182,1
7,54,60.6,4.8,61,2023,ATL,0.85,66,0,4,86,5,1,11,2023,4.7,100,86,6,117.9,0,85.7,14.3,49.7,33.6,36,2,61.7,1.9,ATL,0,94.4,1,WR,68.8,37,2,101,107,14.3,Malik Heath,52.4,2,1,29,9.3,0.25,2,124173,0
7,67,56.2,10,59.5,2017,WAS,0.95,1,0,2,30,0,1,2,2017,0,0,38,5,84.2,0,71.4,0,74.6,26.9,14,1,1.9,19.2,WAS,0,76.9,0,HB,76.3,15,10,40,52,7.6,Austin Ekeler,46,32,0,50,1.4,-0.13,2,12164,0
7,52.9,62.4,7,82.6,2024,SEA,1.32,0,0,2,36,3,0,4,2024,6,,49,6,95.8,0,85.7,0,74.6,2,1,0,0,26,SEA,0,74,0,HB,44.9,13,13,37,50,8.2,George Holani,50,29,0,42,1.1,0.22,2,72154,0
7,60.3,54.2,4.3,54.3,2023,GB,0.49,16,0,2,81,65,0,9,2023,60.7,,43,6,131.8,0,85.7,0,74.6,21.5,23,1,15,13.1,GB,0,82.2,0,TE,68.8,21,14,88,107,7.2,Josh Whyle,56.4,12,0,26,3.4,0.3,1,54037,1
7,79.7,62.4,9.6,40.9,2023,DEN,0.71,3,0,2,38,0,0,10,2023,0,,29,5,78.9,0,71.4,28.6,29.2,2.2,1,0,6.5,10.9,DEN,0,89.1,2,HB,46.4,17,5,41,46,5.8,Jaleel McLaughlin,43.5,10,0,48,-3.3,-0.18,2,138346,0
7,80.5,79.2,5.9,74.5,2024,HST,1.36,3,0,2,26,0,0,4,2024,0,,34,7,86.9,0,100,0,75.6,8.8,3,0,8.8,20.6,HST,0,73.5,0,HB,82.3,14,7,25,34,4.9,Jawhar Jordan,48.4,13,0,41,-1,0.09,2,99595,0
6,56.7,48.3,5.4,42,2022,LAC,0.53,5,0,1,42,78,1,11,2022,85.7,0,31,5,88.2,0,83.3,16.7,45.8,5.5,5,1,5.5,29.7,LAC,0,64.8,1,TE,68,12,27,59,91,6.2,Tucker Fisk,45.3,27,0,27,1.3,-0.06,0,52286,0
6,76,67.7,6.3,61.6,2021,PIT,1.19,34,0,4,15,0,0,15,2021,0,,69,4,145.1,0,66.7,0,72.1,46.9,30,0,53.1,6.3,PIT,0,90.6,0,WR,67,22,4,58,64,17.3,Ben Skowronek,58.1,25,0,25,11.2,0.34,0,27948,1
6,,59.7,6,59.6,2023,ARZ,0.7,58,0,3,86,0,1,6,2023,0,100,51,3,79.2,0,50,25,36.2,24.7,19,0,75.3,0,ARZ,0,94.8,1,WR,23,20,0,73,77,17,Jalen Brooks,32.9,1,1,18,10.8,-0.27,2,111284,0
6,,47.6,3.5,50.3,2025,NYG,0.52,39,0,1,81,0,0,7,2025,0,,25,2,7.6,1,33.3,0,68.3,30.4,17,1,69.6,0,NYG,0,85.7,0,WR,64,18,0,48,56,12.5,Beaux Collins,39.6,21,0,7,12.5,-0.08,0,144112,0
6,57.7,51.6,7,58.4,2022,LV,0.8,1,0,0,03,0,0,5,2022,0,,24,4,74.3,0,66.7,0,72.1,0,0,0,2.1,25.5,LV,0,63.8,0,HB,79.8,9,12,30,47,6,Zamir White,43.9,23,0,28,-1.5,0.15,0,83665,0
6,,56.1,4.8,55.8,2024,TB,1.49,26,0,3,19,0,0,10,2024,0,,64,4,102.1,1,66.7,20,41.6,40.9,18,0,59.1,0,TB,0,97.7,1,WR,90,34,0,43,44,16,Kameron Johnson,41.9,30,0,19,11.7,0,0,165866,1
6,,68.1,2,65.4,2021,MIA,1.07,41,0,3,82,0,2,12,2021,0,100,62,4,100.7,0,66.7,0,72.1,32.8,20,0,67.2,0,MIA,0,95.1,0,WR,31.6,40,0,58,61,15.5,D'Wayne Eskridge,29.3,17,2,8,13,-0.29,0,29573,0
6,,72.2,6.8,72.7,2020,LV,1.5,0,0,2,86,13,1,1,2020,52,0,36,5,91.7,0,83.3,0,73.4,48,12,0,0,0,LV,0,96,0,TE,68,16,0,24,25,7.2,Albert Okwuegbunam,54.2,23,0,34,3.8,0.23,2,41933,0
6,85.4,58.2,2,55.5,2022,IND,0.52,11,0,2,85,67,2,15,2022,67.7,50,27,4,116,0,66.7,0,72.1,17.2,17,0,11.1,40.4,IND,0,52.5,0,TE,67,11,40,52,99,6.8,Andrew Ogletree,49.4,14,1,8,7.7,-0.08,0,138351,1
6,,71.5,2.7,70.9,2025,TEN,1.86,7,0,3,87,0,2,2,2025,0,0,41,3,72.2,0,50,0,73.4,70.8,17,0,29.2,0,TEN,0,91.7,0,WR,68,15,0,22,24,13.7,Xavier Restrepo,31.8,31,0,8,13.3,-0.1,0,122220,0
5,59.3,44.8,0.5,38.8,2023,CLV,0.04,11,1,0,86,72,2,14,2023,57.6,0,4,2,47.9,0,40,0,68.3,28,35,1,8.8,18.4,CLV,0,77.6,0,TE,13.3,4,23,97,125,2,Blake Whiteheart,30.3,8,0,1,7.4,-0.44,0,77881,0
5,42.6,44,0.7,49.7,2021,DET,0.25,19,0,1,84,43,2,5,2021,41.7,100,20,3,68.8,0,60,0,70.5,39.8,41,1,18.4,17.5,DET,0,78.6,0,TE,65.8,11,18,81,103,6.7,Shane Zylstra,37.8,11,2,2,8.2,-0.03,0,143786,0
5,,53,3,53.1,2024,MIA,0.97,29,1,1,84,0,2,6,2024,0,50,37,3,43.3,1,60,0,70.5,27.5,11,0,72.5,0,MIA,0,95,0,WR,13.9,19,0,38,40,12.3,Tahj Washington,26.3,17,1,9,23.6,-0.37,0,97288,0
5,32.3,60.7,3.8,63.6,2023,SEA,0.93,39,0,3,19,0,1,14,2023,0,100,53,4,150.4,0,80,0,72.1,36.1,22,1,63.9,4.9,SEA,0,93.4,0,WR,67,17,3,57,61,13.3,Jake Bobo,37.3,29,1,15,8.4,-0.36,0,77997,1
5,75.6,54.3,1.3,67.9,2023,MIN,0.88,7,0,2,89,27,2,6,2023,64.3,50,30,3,77.1,0,60,0,70.5,19,8,1,16.7,16.7,MIN,0,81,0,TE,65.8,18,7,34,42,10,Ben Sims,50,18,1,4,9.2,0.02,0,77918,0
5,57.2,73,4.3,77.8,2024,TEN,1.07,6,0,3,88,23,2,11,2024,60.5,50,30,4,131.3,0,80,0,72.1,21.1,8,0,15.8,21.1,TEN,0,73.7,0,TE,67,14,8,28,38,7.5,David Martin-Robinson,37.1,31,1,17,6.6,-0.2,1,77892,1
5,81.4,65.8,4,57.5,2017,SEA,0.37,3,0,2,81,97,0,14,2017,74.6,,31,4,92.5,0,80,0,73.4,15.4,20,2,2.3,32.3,SEA,0,64.6,0,TE,68,12,42,84,130,7.8,Eric Saubert,59.7,29,0,16,6,0.49,0,11929,0
5,71.6,51.3,2.5,51.8,2021,CLV,0.55,4,0,1,87,11,1,2,2020,50,0,11,2,8.3,1,40,33.3,29.9,31.8,7,0,18.2,4.5,CLV,0,90.9,1,TE,64,6,1,20,22,5.5,Sal Cannella,38.1,8,0,5,11.8,-0.34,0,60853,0
5,50,60.3,3,43,2022,DAL,0.3,1,0,0,43,0,1,9,2022,0,0,16,2,48.8,0,40,33.3,36.2,2.3,2,0,1.1,35.2,DAL,0,60.2,1,HB,83.3,10,31,53,88,8,Malik Davis,54.8,9,0,6,3.6,0.2,0,57196,0
5,65.4,57,2.3,64.6,2024,CLV,1.6,2,0,3,82,45,2,8,2024,88.2,50,48,4,106.7,0,80,20,41.6,5.9,3,0,3.9,39.2,CLV,0,58.8,1,TE,67,19,20,30,51,12,Brenden Bates,40.8,8,1,9,8,-0.31,1,53746,0
5,57.4,74,7,72.9,2023,NO,1,1,0,1,05,0,1,7,2023,0,100,30,5,91.7,0,100,0,74.6,7.4,4,0,1.9,35.2,NO,0,55.6,0,HB,85.5,11,19,30,54,6,Kendre Miller,54.2,20,1,35,-1,0.05,1,123091,0
5,,73.8,1.3,73.4,2023,LV,3.11,9,0,2,04,0,1,5,2023,0,0,56,4,152.9,0,80,0,72.1,52.6,10,0,47.4,0,LV,0,94.7,0,WR,68.3,25,0,18,19,14,Shedrick Jackson,50,23,0,5,16.6,0.09,0,84136,1
5,,68.7,0,69.4,2020,CHI,1.04,14,0,1,12,1,3,6,2020,3.8,66.7,26,2,57.1,0,40,0,70.5,38.5,10,0,53.8,0,CHI,0,96.2,0,WR,90.4,24,0,25,26,13,Devin Duvernay,44,6,2,0,16.2,0.26,0,40006,0
5,77.8,46.8,4.3,49.9,2018,ARZ,0.27,56,0,1,81,2,0,12,2018,2.3,,21,3,69.6,0,60,0,70.5,34.1,30,2,63.6,4.5,ARZ,0,87.5,0,WR,65.8,15,4,77,88,7,Trent Sherfield,43.2,1,0,13,8.6,0.06,0,48021,0
5,46.9,45.8,3,44.4,2024,ARZ,0.51,4,0,1,87,39,2,4,2024,81.3,0,18,3,67.1,0,60,25,36.8,6.3,3,1,8.3,20.8,ARZ,0,72.9,1,TE,65.8,10,10,35,48,6,Tip Reiman,44.4,1,0,9,4.8,-0.06,1,129423,0
4,,53.2,4,51.5,2023,DAL,0.61,34,0,1,81,0,1,6,2023,0,0,25,1,53.1,0,25,50,28.9,20.9,9,0,79.1,0,DAL,0,95.3,1,WR,61.2,25,0,41,43,25,Jonathan Mingo,41.5,9,0,4,14.3,-0.22,0,97774,0
4,73.6,78.3,7.3,74.2,2022,CAR,1.87,1,0,2,85,12,1,5,2022,60,0,28,3,93.8,0,75,0,70.5,25,5,0,5,20,CAR,0,75,0,TE,65.8,11,4,15,20,9.3,James Mitchell,61.1,5,0,22,2.5,-0.32,0,77885,0
4,71.8,70.5,11,73.2,2025,NE,2.32,36,0,4,86,2,1,8,2025,4.3,100,95,4,158.3,0,100,0,72.1,19.1,9,0,76.6,4.3,NE,0,87.2,0,WR,80.8,35,2,41,47,23.8,Efton Chism III,61.4,19,1,44,13.5,0.57,0,141521,1
4,59.1,50.5,3.5,49.2,2023,LAC,0.29,10,0,1,44,49,0,17,2023,44.5,,12,4,118.8,0,100,0,72.1,22.7,25,1,9.1,61.8,LAC,1,38.2,0,FB,67,5,68,42,110,3,Scott Matlock,49.1,27,0,14,-0.5,0.05,0,82482,1
4,70.5,73.6,6,65.3,2025,BUF,0.95,7,0,3,83,23,1,5,2025,52.3,100,35,4,103.1,0,100,0,72.1,31.8,14,0,15.9,11.4,BUF,0,84.1,0,TE,67,14,5,37,44,8.8,Keleki Latu,50,4,1,24,2.8,0.31,2,146291,0
4,44.2,58.5,4.3,57.2,2022,LAC,0.31,2,0,0,28,0,0,8,2022,0,,13,4,80.2,0,100,0,72.1,3.3,2,0,3.3,28.3,LAC,0,70,0,HB,79.8,9,17,42,60,3.3,Hassan Haskins,55.2,27,0,17,-1,0.14,1,83701,0
4,,45.6,3.5,46.2,2020,ARZ,0.11,43,0,0,82,0,0,4,2020,0,,8,2,56.3,0,50,33.3,29.9,40.3,29,0,59.7,0,ARZ,0,98.6,1,WR,75.4,5,0,71,72,4,Andre Baccellia,38,1,0,7,1.5,-0.23,1,47901,0
4,13.4,80.4,13,46.3,2023,PHI,0.59,4,0,1,37,0,0,13,2023,0,,32,3,97.9,0,75,25,36.8,7.6,5,1,6.1,16.7,PHI,1,81.8,1,HB,86.4,31,11,54,66,10.7,Tank Bigsby,50,24,0,39,-1.5,0.06,4,123974,0
4,,65.2,19,67.5,2020,SEA,2,27,0,2,82,0,0,9,2020,0,,90,3,116.7,1,75,0,70.5,42.6,20,0,57.4,0,SEA,0,95.7,0,WR,71.9,60,0,45,47,30,Cody White,53.3,29,0,57,10.3,0.39,2,61448,1
4,47.7,73.5,9.3,54.5,2023,WAS,0.34,5,0,1,36,0,0,13,2023,0,,30,3,56.3,1,75,0,70.5,7.8,9,1,4.3,19.8,WAS,0,75,0,HB,88.5,18,23,87,116,10,Chris Rodriguez Jr.,49.5,32,0,28,3.8,0.13,2,83689,0
4,75.2,62.3,0,59.7,2023,NYG,1.1,26,0,1,09,0,1,12,2023,0,100,34,2,118.8,0,50,0,68.3,27.8,10,1,72.2,8.3,NYG,0,86.1,0,WR,64,20,3,31,36,17,Ryan Miller,50,21,1,0,17.8,0.35,0,78734,1
4,,74.5,0.5,71.8,2023,NO,1.05,17,0,1,85,0,0,1,2023,0,,23,2,107.3,0,50,0,68.3,22.7,5,0,77.3,0,NO,0,100,0,WR,64,16,0,22,22,11.5,Ronnie Bell,40.9,20,0,1,22,0.17,0,84288,1
4,,48.1,1.5,48.5,2022,DEN,0.48,4,0,0,85,14,1,3,2022,42.4,100,15,2,59.4,0,50,0,68.3,45.5,15,0,12.1,0,DEN,0,93.9,0,TE,64,9,0,31,33,7.5,Lucas Krull,45.2,10,1,3,5,-0.24,0,83962,0
4,,57.5,9.5,57.3,2022,PHI,0.74,12,0,2,18,0,1,2,2022,0,0,20,2,64.6,0,50,33.3,30,57.1,16,0,42.9,0,PHI,0,96.4,1,WR,32.6,12,0,27,28,10,Britain Covey,44.4,24,0,19,2.5,-0.38,0,32933,0
4,68.3,50.1,1.7,53.5,2020,ARZ,0.37,11,0,2,45,32,1,10,2020,52.5,0,21,3,126,0,75,0,70.5,26.2,16,0,18,3.3,ARZ,0,93.4,0,TE,65.8,8,2,57,61,7,Josiah Deguara,49.2,1,0,5,5.5,0.04,0,47034,1
4,,66.6,1,66.8,2019,DET,1.2,11,0,2,85,0,1,3,2019,0,100,36,4,104.2,0,100,0,72.1,64.5,20,0,35.5,0,DET,0,96.8,0,WR,80.2,23,0,30,31,9,Tom Kennedy,56.7,11,1,4,8,0.28,0,94379,0
4,66,61.8,9,67.5,2022,MIN,0.69,0,0,1,32,0,0,2,2022,0,,11,3,77.1,0,75,0,70.5,0,0,0,0,22.7,MIN,0,72.7,0,HB,78.2,11,5,16,22,3.7,Ty Chandler,45,18,0,27,-5,0.22,0,62942,0
4,,55.7,4.3,56.3,2018,HST,0.91,9,0,1,84,0,1,3,2018,0,100,30,3,95.8,0,75,0,36.2,75,27,0,25,0,HST,0,91.7,0,WR,65.8,15,0,33,36,10,Justin Watson,45.5,13,1,13,10.3,0.13,0,66915,0
4,57.7,74.3,2,61.1,2022,PIT,1.11,6,0,1,83,6,1,14,2022,21.4,100,21,3,126,0,75,0,70.5,25,7,0,21.4,25,PIT,0,67.9,0,TE,76.7,12,7,19,28,7,Connor Heyward,46.2,25,1,6,9.8,-0.21,0,57301,1
4,45.2,65.9,3.3,56.8,2021,LAC,0.18,3,0,1,32,2,0,6,2021,3.1,,8,3,77.1,0,75,0,70.5,0,0,0,4.6,23.1,LAC,0,69.2,0,HB,82.7,4,15,45,65,2.7,Jaret Patterson,38.3,27,0,10,-0.8,-0.27,0,77745,0
4,,60.5,1.5,60.2,2020,TEN,1.09,25,0,2,12,0,1,7,2020,0,100,48,2,93.8,0,50,0,68.3,45.7,21,0,54.3,0,TEN,0,95.7,0,WR,67.1,34,0,44,46,24,Mason Kinsey,36.4,31,1,3,22.5,-0.19,0,115664,0
4,77.5,73.6,4.3,74,2025,CLV,1.11,2,0,0,35,1,0,3,2025,4.2,,21,3,86.5,0,75,0,70.5,0,0,0,8.3,16.7,CLV,0,79.2,0,HB,79.4,10,4,19,24,7,Raheim Sanders,47.8,8,0,13,2.8,-0.09,3,146626,0
4,76.7,44.4,3.5,46.2,2018,DET,0.21,4,0,0,82,28,2,7,2016,62.2,0,7,2,56.3,0,50,0,68.3,22.2,10,0,8.9,20,DET,0,75.6,0,TE,64,4,9,34,45,3.5,Ross Dwelley,47.6,11,0,7,1.8,0.21,0,20994,0
4,,80,6.8,77.3,2021,DEN,3.85,3,0,3,83,0,1,4,2020,0,100,50,4,158.3,0,100,0,72.1,78.6,11,0,21.4,0,DEN,0,92.9,0,WR,76.2,20,0,13,14,12.5,Michael Bandy,53.8,10,1,27,5.8,0.29,0,91824,1
3,,60,4.7,59.3,2025,MIN,1.19,22,0,2,13,0,0,5,2025,0,,25,3,101.4,0,100,0,36.2,4.3,1,0,95.7,0,MIN,0,91.3,0,WR,74.4,10,0,21,23,8.3,Tai Felton,42.9,18,0,14,3.7,-0.05,0,144886,0
3,2.8,44.2,8.3,68.1,2024,LV,1.2,1,0,1,23,0,0,3,2024,0,,18,3,91.7,0,100,0,70.5,0,0,0,5.6,16.7,LV,0,83.3,0,HB,42.8,13,3,15,18,6,Dylan Laube,22.2,23,0,25,-2.3,-0.82,1,88664,0
3,79.6,60.5,4,56,2025,MIN,0.61,2,0,1,85,31,0,9,2025,79.5,,14,2,77.1,0,66.7,0,68.3,12.8,5,1,5.1,35.9,MIN,0,59,0,TE,64,9,14,23,39,7,Benjamin Yurosek,58.3,18,0,8,4,0.1,0,131786,0
